Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,tavg,C_value,CV_C_value,perc_per_text,perc_wood_text,perc_ag_text,floral_symm_text,mating_system_text,repro_syndrome_text,pollination_syndrome_text,redlist_text,tavg_text,cvalue_text,cv_cvalue_text,image_url
Pistacia,Anacardiaceae,Sapindales,16.66666667,0.25,1,1,0.002030457,.,.,.,0.5,1,.,0.616666667,9.22093087,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,seed reproduction,insect-pollinated,moderate risk,cold climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/5/56/Pistacia_lentiscus_%28male_flowers%29.jpg
Pistia,Araceae,Alismatales,0,0,1,0,0.000248447,0,.,.,.,.,.,0.295,0,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,Unknown mating system,Unknown reproductive syndrome,Unknown pollination syndrome,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/9/97/Pistia_stratiotes0.jpg
Pistorinia,Crassulaceae,Saxifragales,0,0,0,0,0,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,mixed,generalist reproduction,wind-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/e/e3/Pistorinia_1_sp.JPG
Pittosporum,Pittosporaceae,Apiales,2.333333333,0.28,1,1,0.005,0,.,1,1,2.21875,.,0.535,19.82542377,About 100% of species are perennial,About 100% of species are woody,About 1% of species are agricultural,radial,selfing,self-pollination,wind-pollinated,moderate risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/e/e3/Pittosporum_heterophyllum.jpg
Pityrogramma,Pteridaceae,Monilophyta,100,0.5,1,0,0,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,mixed mating system,reproductive syndrome,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/3/38/Pityrogramma_sulphurea_-_Botanischer_Garten%2C_Dresden%2C_Germany_-_DSC08795.JPG
Plagiobothrys,Boraginaceae,Boraginales,0,0,0.057692308,0,0.001824818,.,.,.,.,.,.,.,.,About 6% of species are perennial,About 0% of species are woody,About 0% of species are agamospermous,radial symmetry,mixed mating system,typical sexual reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/e/ef/Plagiobothrys_jonesii_2.jpg
Plantago,Plantaginaceae,Lamiales,0.131967086,0.074561404,0.595284872,0.021929825,0.005925926,.,1,0.944444444,0.35,2,0.576,1.101212121,41.18528627,About 60% of species are perennial,About 2% of species are woody,About 1% of species are agricultural,radial,selfing,obligate asexual reproduction,insect-pollinated,moderate risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/6/6e/Plantago_major.jpg
Platanthera,Orchidaceae,Asparagales,1.333333333,0.16,1,0,0,.,1,1,1,2.125,.,8.895,16.65690819,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agroforestry,radial,selfing,autotrophic,wind-pollinated,moderate risk,temperate climates,large genome,high variation,https://upload.wikimedia.org/wikipedia/commons/f/f4/Platanthera_bifolia_%28flower%29.jpg
Platycapnos,Papaveraceae,Ranunculales,0,0,0,0,0,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,obligate self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/e/e0/Platycapnos_tenuiloba_%28habitus%29.jpg
Platycerium,Polypodiaceae,Monilophyta,0,0,1,0,0,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,self-pollination facilitated,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/1/12/Platycerium_bifurcatum.jpg
Platydesma,Rutaceae,Sapindales,0,0,1,1,0.001652893,.,.,.,.,3,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agamic,radial symmetry,selfing,sexual reproduction,wind-pollinated,moderate risk,temperate climates,medium genome,moderate variation,No image found
Platylobium,Fabaceae,Fabales,0,0,1,0.75,0.096494845,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 75% of species are woody,About 10% of species are agricultural,radial,mixed mating system,dioecious,wind-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/4/46/Platylobium_%281803-1808%3F%29_by_Lewin.jpg
Platysace,Apiaceae,Apiales,0,0,1,0.333333333,0.003968254,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 33% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,biotic pollination,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/6/6c/Platysace_lanceolata.jpg
Plectranthus,Lamiaceae,Lamiales,0,0,1,0.2,0.004320557,1,.,.,.,2,.,1.73,.,About 100% of species are perennial,About 20% of species are woody,About 0% of species are agricultural,radial,Unknown mating system,Unknown reproductive syndrome,Unknown pollination syndrome,moderate risk,Unknown average temperature,small genome,Low variation,https://upload.wikimedia.org/wikipedia/commons/1/17/Plectranthus_fruticans0.jpg
Pleioblastus,Poaceae,Poales,0,0,1,1,0.074314214,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 7% of species are agricultural,radial symmetry,mixed mating system,likely insect-pollinated,insect-pollinated,low extinction risk,cold climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/7/7e/Pleioblastus_gramineus1.jpg
Pleomele,Asparagaceae,Asparagales,0,0,1,1,0,.,.,.,.,2.6,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agriculturally important,radial symmetry,selfing,dioecious,wind-pollinated,moderate risk,temperate climates,medium genome,moderate variation,No image found
Pleuraphis,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 7% of species are agro,radial symmetry,mixed mating system,obligate outcrossing,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/b/bd/Hilaria_rigida.jpg
Pleuropogon,Poaceae,Poales,0,0,0.166666667,0,0.074314214,.,.,.,.,.,.,.,.,About 17% of species are perennial,About 0% of species are woody,About 7% of species are cultivated,radial symmetry,mixed mating system,generalist reproduction,insect-pollinated,low extinction risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/8/88/Pleuropogoncalifornicus.jpg
Pleurospermum,Apiaceae,Apiales,0,0,0.5,0,0.003968254,.,1,1,1,.,.,.,.,About 50% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,obligate asexual,wind-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/8/8e/Pleurospermum_uralense_1.JPG
Pluchea,Asteraceae,Asterales,2.222222222,0.1,0.6,0.4,0.00210989,0,.,.,.,3.5,.,.,.,About 60% of species are perennial,About 40% of species are woody,About 0% of species are agricultural,radial,Unknown mating system,Unknown reproductive syndrome,Unknown pollination syndrome,high risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/1/10/Starr_080208-2543_Pluchea_carolinensis.jpg
Pneumatopteris,Thelypteridaceae,Monilophyta,0,0,1,0,0,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,dioecious,wind-pollinated,low extinction risk,cold climates,small genome,low variation,No image found
Poa,Poaceae,Poales,0.116245278,0.107526882,0.9,0,0.074314214,.,0.805555556,0.526315789,0,0,.,3.399130435,77.20493915,About 90% of species are perennial,About 0% of species are woody,About 7% of species are aggregated,radial,self-incompatible,seed dispersal by abiotic agents,wind-pollinated,low extinction risk,temperate climates,medium genome,high variation,https://upload.wikimedia.org/wikipedia/commons/7/77/Poa_annua.jpg
Podolepis,Asteraceae,Asterales,0,0,0.666666667,0,0.00210989,.,.,.,1,.,.,.,.,About 67% of species are perennial,About 0% of species are woody,About 0% of species are agriculturally important,radial,mixed mating system,sexual reproduction,wind-pollinated,moderate risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/e/e8/Showy_copper_wire_daisy_Podolepis_jaceoides_%288249067498%29.jpg
Podolobium,Fabaceae,Fabales,0,0,1,1,0.096494845,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 1% of species are woody,About 10% of species are agriculturally important,radial,selfing,animal-dispersed,insect-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/3/39/Podolobium_alpestre.jpg
Pogogyne,Lamiaceae,Lamiales,0,0,0,0,0.004320557,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 0% of species are agroforestry,radial,selfing,autotrophic,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/e/e9/Sandiegomesamint.jpg
Polanisia,Cleomaceae,Brassicales,0,0,0,0,0.006666667,.,.,.,.,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 1% of species are agricultural,radial,selfing,self-pollination,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/f/f5/Polanisia_dodecandra1.jpg
Polemonium,Polemoniaceae,Ericales,0,0,0.916666667,0,0,.,1,1,1,.,.,.,.,About 92% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,obligate xenogamy,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/3/32/Polemonium_reptans_2009.jpg
Polycarpon,Caryophyllaceae,Caryophyllales,0,0,0.25,0,0.001818182,.,1,1,0.5,.,.,.,.,About 25% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,self-pollination,insect-pollinated,low extinction risk,temperate climates,medium genome,low variation,https://upload.wikimedia.org/wikipedia/commons/7/79/Starr_080415-4001_Polycarpon_tetraphyllum.jpg
Polycnemum,Amaranthaceae,Caryophyllales,0,0,0,0,0.041463415,.,1,1,1,.,.,.,.,About 0% of species are perennial,About 0% of species are woody,About 4% of species are agricultural,radial,selfing,normal,wind-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/b/b2/Polycnemum_arvense_Sturm.png
Polyctenium,Brassicaceae,Brassicales,0,0,1,0,0.00485306,.,.,.,.,.,.,.,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,sexual reproduction,wind-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/f/f5/MDF_Polyctenium_fremontii_01.jpg
Polygala,Polygalaceae,Fabales,0.090456807,0.029850746,0.892857143,0.171641791,0.001913876,1,1,0.875,1,3.5,.,0.671111111,59.60355442,About 89% of species are perennial,About 17% of species are woody,About 0% of species are cultivated,radial,mixed mating system,parthenocarpic fruit development,wind-pollinated,high risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/3/32/Polygala_vulgaris_290504.jpg
Polygonatum,Asparagaceae,Asparagales,3.636363636,0.181818182,1,0,0,.,1,0.5,1,.,.,12.98875,57.05023578,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agriculturally important,radial,selfing,Obligate self-pollination,insect-pollinated,low extinction risk,warm climates,large genome,high variation,https://upload.wikimedia.org/wikipedia/commons/f/f1/Polygonatum_multiflorum2_ies.jpg
Polygonum,Polygonaceae,Caryophyllales,0.02920774,0.024096386,0.33984375,0.03125,0.002727273,.,1,1,1,4,.,0.72,26.46188734,About 34% of species are perennial,About 3% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,herbaceous perennial,wind-pollinated,high risk,temperate climates,small genome,high variation,https://upload.wikimedia.org/wikipedia/commons/7/78/Polygonum_aviculare_4.JPG
Polymnia,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.,About 1% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,mixed mating system,unspecialized reproduction,insect-pollinated,low extinction risk,cold climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/0/0f/Polymnia_canadensis_BB-1913.png
Polypodium,Polypodiaceae,Monilophyta,6.666666667,0.5,1,0,0,.,1,0.5,1,1.6,.,14.15444444,27.11387166,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial symmetry,selfing,seed dispersal by animals,insect-pollinated,moderate risk,temperate climates,large genome,high variation,https://upload.wikimedia.org/wikipedia/commons/8/8d/Polypodium_vulgare_%28aka%29.jpg
Polypogon,Poaceae,Poales,1.960784314,0.166666667,0.526315789,0,0.074314214,.,1,1,0,.,.,.,.,About 53% of species are perennial,About 0% of species are woody,About 7% of species are agricultural,radial symmetry,selfing,obligate sexual reproduction,wind-pollinated,low extinction risk,temperate climates,small genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/0/00/Starr_990514-0703_Polypogon_interruptus.jpg
Polyscias,Araliaceae,Apiales,0,0,1,1,0,.,.,.,.,3.045454545,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are of agricultural importance,"The floral symmetry is unknown, but likely radial or bilateral","The mating system is not specified, likely selfing or mixed","Reproductive syndrome is not specified, likely common reproductive strategies","Pollination syndrome is not specified, likely insect or wind-pollinated",high risk,"The average temperature is not specified, likely temperate climates","The C-value is not specified, likely medium genome size","The CV of C-value is not specified, likely moderate variation",https://upload.wikimedia.org/wikipedia/commons/0/0c/Polyscias.jpg
Polystichum,Dryopteridaceae,Monilophyta,4.666666667,0.56,1,0,0,.,1,1,.,2.5,.,7.75,.,About 100% of species are perennial,About 0% of species are woody,About 0% of species are agricultural,radial,selfing,autotrophic,insect-pollinated,moderate risk,temperate climates,medium genome,moderate variation,https://upload.wikimedia.org/wikipedia/commons/5/57/Polystichum_setiferum0.jpg
Pomaderris,Rhamnaceae,Rosales,0.168067227,0.028571429,1,1,0.004444444,.,.,.,.,0.5,.,.,.,About 100% of species are perennial,About 100% of species are woody,About 0% of species are agriculturally important,radial symmetry,selfing,dioecious,wind-pollinated,low extinction risk,temperate climates,small genome,low variation,https://upload.wikimedia.org/wikipedia/commons/3/31/Pomaderris_vellea.jpg
